2022-09-01T00:02:14;2.63
2022-09-01T00:04:40;4.15
2022-09-01T00:07:08;2.75
2022-09-01T00:09:34;2.33
2022-09-01T00:12:00;2.70
2022-09-01T00:14:28;2.33
2022-09-01T00:16:55;2.95
2022-09-01T00:19:21;4.28
2022-09-01T00:21:47;2.60
2022-09-01T00:24:14;2.25
2022-09-01T00:26:40;2.42
2022-09-01T00:29:05;2.42
2022-09-01T00:31:31;2.42
2022-09-01T00:33:57;2.20
2022-09-01T00:36:22;2.08
2022-09-01T00:38:48;4.68
2022-09-01T00:41:15;2.80
2022-09-01T00:43:53;2.78
2022-09-01T00:46:24;3.25
2022-09-01T00:48:53;2.65
2022-09-01T00:51:38;3.67
2022-09-01T00:54:06;3.42
2022-09-01T00:56:33;3.05
2022-09-01T00:58:59;4.60
2022-09-01T01:01:25;3.17
2022-09-01T01:03:51;2.35
2022-09-01T01:06:16;2.38
2022-09-01T01:08:45;2.30
2022-09-01T01:11:20;2.80
2022-09-01T01:13:56;2.90
2022-09-01T01:16:27;3.60
2022-09-01T01:18:53;4.32
2022-09-01T01:21:28;2.75
2022-09-01T01:24:18;3.67
2022-09-01T01:26:57;2.72
2022-09-01T01:29:24;2.92
2022-09-01T01:31:57;2.97
2022-09-01T01:34:22;2.45
2022-09-01T01:36:48;2.63
2022-09-01T01:39:15;3.38
2022-09-01T01:41:44;6.88
2022-09-01T01:44:13;2.28
2022-09-01T01:46:41;2.65
2022-09-01T01:49:09;2.83
2022-09-01T01:51:37;2.70
2022-09-01T01:54:03;2.33
2022-09-01T01:56:30;2.45
2022-09-01T01:58:57;3.08
2022-09-01T02:01:23;3.05
2022-09-01T02:03:50;2.40
2022-09-01T02:06:19;2.13
2022-09-01T02:08:45;4.50
2022-09-01T02:11:10;2.65
2022-09-01T02:13:37;4.50
2022-09-01T02:16:04;2.30
2022-09-01T02:18:38;2.30
2022-09-01T02:21:06;3.35
2022-09-01T02:23:34;1.90
2022-09-01T02:26:00;2.50
2022-09-01T02:30:52;2.13
2022-09-01T02:33:22;2.17
2022-09-01T02:38:15;2.60
2022-09-01T02:40:42;3.00
2022-09-01T02:43:11;2.15
2022-09-01T02:45:38;4.30
2022-09-01T02:48:06;2.70
2022-09-01T02:50:34;2.33
2022-09-01T02:53:03;2.38
2022-09-01T02:55:33;4.07
2022-09-01T02:58:02;2.75
2022-09-01T03:00:28;2.53
2022-09-01T03:02:56;2.45
2022-09-01T03:05:23;3.05
2022-09-01T03:08:09;3.75
2022-09-01T03:10:38;2.97
2022-09-01T03:13:07;3.45
2022-09-01T03:15:35;3.17
2022-09-01T03:18:02;3.53
2022-09-01T03:20:28;5.65
2022-09-01T03:22:57;3.53
2022-09-01T03:25:23;3.50
2022-09-01T03:27:52;3.88
2022-09-01T03:30:18;2.60
2022-09-01T03:35:11;2.53
