0,7.69177
0.01010101,7.67348
0.02020202,7.65519
0.03030303,7.6369
0.04040404,7.61862
0.05050505,7.60033
0.06060606,7.58204
0.07070707,7.56375
0.08080808,7.54546
0.09090909,7.52718
0.1010101,7.50889
0.11111111,7.4906
0.12121212,7.47231
0.13131313,7.45403
0.14141414,7.43574
0.15151515,7.41745
0.16161616,7.39916
0.17171717,7.38087
0.18181818,7.36259
0.19191919,7.3443
0.2020202,7.32601
0.21212121,7.30772
0.22222222,7.28943
0.23232323,7.27115
0.24242424,7.25286
0.25252525,7.23457
0.26262626,7.21628
0.27272727,7.19799
0.28282828,7.17971
0.29292929,7.16142
0.3030303,7.14313
0.31313131,7.12484
0.32323232,7.10655
0.33333333,7.08827
0.34343434,7.06998
0.35353535,7.05169
0.36363636,7.0334
0.37373737,7.01512
0.38383838,6.99683
0.39393939,6.97854
0.4040404,6.96025
0.41414141,6.94196
0.42424242,6.92368
0.43434343,6.90539
0.44444444,6.8871
0.45454545,6.86881
0.46464646,6.85052
0.47474747,6.83224
0.48484848,6.81395
0.49494949,6.79566
0.50505051,6.77737
0.51515152,6.75908
0.52525253,6.7408
0.53535354,6.72251
0.54545455,6.70422
0.55555556,6.68593
0.56565657,6.66765
0.57575758,6.64936
0.58585859,6.63107
0.5959596,6.61278
0.60606061,6.59449
0.61616162,6.57621
0.62626263,6.55792
0.63636364,6.53963
0.64646465,6.52134
0.65656566,6.50305
0.66666667,6.48477
0.67676768,6.46648
0.68686869,6.44819
0.6969697,6.4299
0.70707071,6.41161
0.71717172,6.39333
0.72727273,6.37504
0.73737374,6.35675
0.74747475,6.33846
0.75757576,6.32018
0.76767677,6.30189
0.77777778,6.2836
0.78787879,6.26531
0.7979798,6.24702
0.80808081,6.22874
0.81818182,6.21045
0.82828283,6.19216
0.83838384,6.17387
0.84848485,6.15558
0.85858586,6.1373
0.86868687,6.11901
0.87878788,6.10072
0.88888889,6.08243
0.8989899,6.06414
0.90909091,6.04586
0.91919192,6.02757
0.92929293,6.00928
0.93939394,5.99099
0.94949495,5.9727
0.95959596,5.95442
0.96969697,5.93613
0.97979798,5.91784
0.98989899,5.89955
1,5.88127
